run_id,name,state,metrics,created_at,dataset,dpddm.temp,model.hidden_dim,model.mid_layers,model.kernel_size,model.mid_channels,dpddm.data_sample_size,model.reg_weight_factor,_runtime,_step,_timestamp,train_acc,train_loss,val_acc,val_loss,Phi-mean,Phi-med,Phi-std,dr_ood,dr_test,dr_train,fpr_id,fpr_train,tpr,_wandb.runtime
4oinhoac,hardy-sweep-802,crashed,"{'_runtime': 414.7564163208008, '_step': 6, '_timestamp': 1740508150.0063102, 'train_acc': 0.602225, 'train_loss': 5.218248619842529, 'val_acc': 0.6279856687898089, 'val_loss': 1.093524816689218}",2025-02-25T18:22:07Z,cifar10,1,256,3,5,512,50,100,414.7564163208008,6.0,1740508150.0063102,0.602225,5.218248619842529,0.6279856687898089,1.093524816689218,,,,,,,,,,
uyjsdfze,generous-sweep-801,crashed,"{'_runtime': 560.3631455898285, '_step': 25, '_timestamp': 1740508121.7441757, 'train_acc': 0.77695, 'train_loss': 1.503636574554443, 'val_acc': 0.7808519108280255, 'val_loss': 0.6542102893826308}",2025-02-25T18:19:14Z,cifar10,100,256,2,3,256,50,10,560.3631455898285,25.0,1740508121.7441757,0.77695,1.503636574554443,0.7808519108280255,0.6542102893826308,,,,,,,,,,
i7lnpe7g,young-sweep-800,crashed,"{'_runtime': 596.6950540542603, '_step': 9, '_timestamp': 1740507789.2653852, 'train_acc': 0.66325, 'train_loss': 1.2606507428169251, 'val_acc': 0.6975517515923567, 'val_loss': 0.8813779515445612}",2025-02-25T18:12:57Z,cifar10,1,512,3,5,512,50,1,596.6950540542603,9.0,1740507789.2653852,0.66325,1.2606507428169251,0.6975517515923567,0.8813779515445612,,,,,,,,,,
7478iqsh,iconic-sweep-799,crashed,"{'_runtime': 269.5507469177246, '_step': 9, '_timestamp': 1740507265.666138, 'train_acc': 0.68085, 'train_loss': 4.452937607574463, 'val_acc': 0.6938694267515924, 'val_loss': 0.885393837454972}",2025-02-25T18:09:39Z,cifar10,100,256,3,5,256,50,100,269.5507469177246,9.0,1740507265.666138,0.68085,4.452937607574463,0.6938694267515924,0.885393837454972,,,,,,,,,,
9zter230,fragrant-sweep-798,finished,"{'Phi-mean': 0.16307999569177628, 'Phi-med': 0.1599999964237213, 'Phi-std': 0.031050176593895935, '_runtime': 1041.3776903152466, '_step': 52, '_timestamp': 1740507716.1969502, '_wandb': {'runtime': 1041}, 'dr_ood': [0.21219999417662624, 0.035988331770121076], 'dr_test': [0.163599995598197, 0.03398587716157642], 'dr_train': [0.1615999961644411, 0.03028926993632845], 'fpr_id': 0.09, 'fpr_train': 0.08, 'tpr': 0.54, 'train_acc': 0.881875, 'train_loss': 1.2717785844802856, 'val_acc': 0.8386743630573248, 'val_loss': 0.48537173430631114}",2025-02-25T18:04:26Z,cifar10,10,512,4,3,256,50,10,1041.3776903152466,52.0,1740507716.1969502,0.881875,1.2717785844802856,0.8386743630573248,0.48537173430631114,0.16307999569177628,0.1599999964237213,0.031050176593895935,"[0.21219999417662624, 0.035988331770121076]","[0.163599995598197, 0.03398587716157642]","[0.1615999961644411, 0.03028926993632845]",0.09,0.08,0.54,1041.0
k5gha3tk,golden-sweep-797,crashed,"{'_runtime': 1355.055072069168, '_step': 13, '_timestamp': 1740507745.146086, 'train_acc': 0.6745, 'train_loss': 2.2200673728942872, 'val_acc': 0.6929737261146497, 'val_loss': 0.8805068530094852}",2025-02-25T17:59:42Z,cifar10,10,512,4,3,1024,50,10,1355.055072069168,13.0,1740507745.146086,0.6745,2.2200673728942872,0.6929737261146497,0.8805068530094852,,,,,,,,,,
hxrl306f,unique-sweep-796,crashed,"{'_runtime': 1833.86962389946, '_step': 32, '_timestamp': 1740508108.3629358, 'train_acc': 0.784375, 'train_loss': 2.755107470703125, 'val_acc': 0.7570660828025477, 'val_loss': 0.7437895239348624}",2025-02-25T17:57:47Z,cifar10,10,128,3,5,512,50,100,1833.86962389946,32.0,1740508108.3629358,0.784375,2.755107470703125,0.7570660828025477,0.7437895239348624,,,,,,,,,,
6zneco3n,cerulean-sweep-795,finished,"{'Phi-mean': 0.19879999393224715, 'Phi-med': 0.19999998807907104, 'Phi-std': 0.03471253342535889, '_runtime': 1337.854373216629, '_step': 52, '_timestamp': 1740507600.4531252, '_wandb': {'runtime': 1337}, 'dr_ood': [0.2381999938189983, 0.03731969835730766], 'dr_test': [0.19339999407529831, 0.03394760577372137], 'dr_train': [0.1961999936401844, 0.04026859660171969], 'fpr_id': 0.06, 'fpr_train': 0.08, 'tpr': 0.32, 'train_acc': 0.847275, 'train_loss': 1.297879527568817, 'val_acc': 0.8130971337579618, 'val_loss': 0.5763303764686463}",2025-02-25T17:57:31Z,cifar10,1,256,2,7,256,50,10,1337.854373216629,52.0,1740507600.4531252,0.847275,1.297879527568817,0.8130971337579618,0.5763303764686463,0.19879999393224715,0.19999998807907104,0.03471253342535889,"[0.2381999938189983, 0.03731969835730766]","[0.19339999407529831, 0.03394760577372137]","[0.1961999936401844, 0.04026859660171969]",0.06,0.08,0.32,1337.0
iroyv7z7,clean-sweep-794,crashed,"{'_runtime': 382.57615756988525, '_step': 4, '_timestamp': 1740506540.077525, 'train_acc': 0.4308, 'train_loss': 109.80439201660155, 'val_acc': 0.439390923566879, 'val_loss': 1.5590746972211609}",2025-02-25T17:55:49Z,cifar10,1,512,4,5,512,50,1000,382.57615756988525,4.0,1740506540.077525,0.4308,109.80439201660155,0.439390923566879,1.5590746972211609,,,,,,,,,,
8wru52m9,laced-sweep-793,crashed,"{'_runtime': 573.9561061859131, '_step': 22, '_timestamp': 1740506597.9061923, 'train_acc': 0.723775, 'train_loss': 31.837652612304687, 'val_acc': 0.7325835987261147, 'val_loss': 1.115939476687437}",2025-02-25T17:53:36Z,cifar10,10,256,3,5,256,50,1000,573.9561061859131,22.0,1740506597.9061923,0.723775,31.837652612304687,0.7325835987261147,1.115939476687437,,,,,,,,,,
tytmyqzp,dainty-sweep-792,finished,"{'Phi-mean': 0.1979599937349558, 'Phi-med': 0.19999998807907104, 'Phi-std': 0.03410334861407824, '_runtime': 1038.377417802811, '_step': 52, '_timestamp': 1740506971.3980148, '_wandb': {'runtime': 1038}, 'dr_ood': [0.24979999363422395, 0.036165728399540915], 'dr_test': [0.1957999936491251, 0.03373959053959119], 'dr_train': [0.18779999390244484, 0.034397091825953914], 'fpr_id': 0.03, 'fpr_train': 0.04, 'tpr': 0.46, 'train_acc': 0.828375, 'train_loss': 3.912309408187866, 'val_acc': 0.8094148089171974, 'val_loss': 0.5975755813774789}",2025-02-25T17:52:01Z,cifar10,1,256,2,7,128,50,100,1038.377417802811,52.0,1740506971.3980148,0.828375,3.912309408187866,0.8094148089171974,0.5975755813774789,0.1979599937349558,0.19999998807907104,0.03410334861407824,"[0.24979999363422395, 0.036165728399540915]","[0.1957999936491251, 0.03373959053959119]","[0.18779999390244484, 0.034397091825953914]",0.03,0.04,0.46,1038.0
wf4uqsgb,summer-sweep-791,crashed,"{'_runtime': 55.909035205841064, '_step': 0, '_timestamp': 1740505979.3286543, 'train_acc': 0.25155, 'train_loss': 23.053321307373047, 'val_acc': 0.3627587579617834, 'val_loss': 1.6493023793408823}",2025-02-25T17:51:56Z,cifar10,10,256,4,3,512,50,100,55.909035205841064,0.0,1740505979.3286543,0.25155,23.053321307373047,0.3627587579617834,1.6493023793408823,,,,,,,,,,
doa6mjfn,fearless-sweep-790,crashed,"{'_runtime': 735.02214884758, '_step': 27, '_timestamp': 1740506562.8794107, 'train_acc': 0.796225, 'train_loss': 4.07079806137085, 'val_acc': 0.7780652866242038, 'val_loss': 0.6708303585553624}",2025-02-25T17:50:19Z,cifar10,100,256,3,5,256,50,100,735.02214884758,27.0,1740506562.8794107,0.796225,4.07079806137085,0.7780652866242038,0.6708303585553624,,,,,,,,,,
gwtaldfs,fluent-sweep-789,crashed,"{'_runtime': 2054.4762585163116, '_step': 4, '_timestamp': 1740507862.6705256, 'train_acc': 0.0996, 'train_loss': 2.41991496925354, 'val_acc': 0.0976313694267516, 'val_loss': 2.311664127240515}",2025-02-25T17:50:00Z,cifar10,1000,128,4,7,1024,50,1,2054.4762585163116,4.0,1740507862.6705256,0.0996,2.41991496925354,0.0976313694267516,2.311664127240515,,,,,,,,,,
wqsgxyc4,mild-sweep-788,crashed,"{'_runtime': 1853.3664691448212, '_step': 31, '_timestamp': 1740507388.070599, 'train_acc': 0.73555, 'train_loss': 7.818884158325195, 'val_acc': 0.7377587579617835, 'val_loss': 0.8001066795579946}",2025-02-25T17:45:27Z,cifar10,1000,512,2,3,1024,50,100,1853.3664691448212,31.0,1740507388.070599,0.73555,7.818884158325195,0.7377587579617835,0.8001066795579946,,,,,,,,,,
mv8aqj40,fine-sweep-787,crashed,"{'_runtime': 2124.113664627075, '_step': 29, '_timestamp': 1740507631.0427196, 'train_acc': 0.811925, 'train_loss': 1.3489162864685058, 'val_acc': 0.7789609872611465, 'val_loss': 0.6510676882069582}",2025-02-25T17:44:56Z,cifar10,1,256,4,5,512,50,10,2124.113664627075,29.0,1740507631.0427196,0.811925,1.3489162864685058,0.7789609872611465,0.6510676882069582,,,,,,,,,,
1yzlhc6s,woven-sweep-786,crashed,"{'_runtime': 1774.0799448490145, '_step': 10, '_timestamp': 1740507153.228191, 'train_acc': 0.1038, 'train_loss': 65.20448587646484, 'val_acc': 0.10141321656050956, 'val_loss': 2.349111247214542}",2025-02-25T17:42:46Z,cifar10,100,512,2,5,1024,50,1000,1774.0799448490145,10.0,1740507153.228191,0.1038,65.20448587646484,0.10141321656050956,2.349111247214542,,,,,,,,,,
yztakbtg,pleasant-sweep-785,finished,"{'Phi-mean': 0.44279998749494554, 'Phi-med': 0.4399999976158142, 'Phi-std': 0.038783502144044815, '_runtime': 1037.1805992126465, '_step': 52, '_timestamp': 1740506241.2984622, '_wandb': {'runtime': 1037}, 'dr_ood': [0.48739998817443847, 0.039054321229473575], 'dr_test': [0.43799998819828034, 0.03800000018195198], 'dr_train': [0.4455999878048897, 0.04262206134969457], 'fpr_id': 0.08, 'fpr_train': 0.15, 'tpr': 0.46, 'train_acc': 0.817575, 'train_loss': 63.60718754272461, 'val_acc': 0.7772691082802548, 'val_loss': 0.8635219324166608}",2025-02-25T17:39:48Z,cifar10,1,512,4,3,256,50,1000,1037.1805992126465,52.0,1740506241.2984622,0.817575,63.60718754272461,0.7772691082802548,0.8635219324166608,0.44279998749494554,0.4399999976158142,0.038783502144044815,"[0.48739998817443847, 0.039054321229473575]","[0.43799998819828034, 0.03800000018195198]","[0.4455999878048897, 0.04262206134969457]",0.08,0.15,0.46,1037.0
58cd4c6w,treasured-sweep-784,crashed,"{'_runtime': 2308.29433965683, '_step': 35, '_timestamp': 1740507346.4489677, 'train_acc': 0.72595, 'train_loss': 4.945228392791748, 'val_acc': 0.7199442675159236, 'val_loss': 0.8688421435416884}",2025-02-25T17:37:09Z,cifar10,100,256,2,7,512,50,100,2308.29433965683,35.0,1740507346.4489677,0.72595,4.945228392791748,0.7199442675159236,0.8688421435416884,,,,,,,,,,
r3z7uk8k,youthful-sweep-783,finished,"{'Phi-mean': 0.20191999381780623, 'Phi-med': 0.19999998807907104, 'Phi-std': 0.036347125709611905, '_runtime': 1329.0205829143524, '_step': 52, '_timestamp': 1740506140.1160588, '_wandb': {'runtime': 1328}, 'dr_ood': [0.25959999397397043, 0.03654914482978004], 'dr_test': [0.19939999416470527, 0.032552112252066695], 'dr_train': [0.2009999940544367, 0.03468429028163646], 'fpr_id': 0.08, 'fpr_train': 0.1, 'tpr': 0.64, 'train_acc': 0.860775, 'train_loss': 7.064132798004151, 'val_acc': 0.8094148089171974, 'val_loss': 0.5867879488475763}",2025-02-25T17:33:23Z,cifar10,1000,512,3,5,256,50,100,1329.0205829143524,52.0,1740506140.1160588,0.860775,7.064132798004151,0.8094148089171974,0.5867879488475763,0.20191999381780623,0.19999998807907104,0.036347125709611905,"[0.25959999397397043, 0.03654914482978004]","[0.19939999416470527, 0.032552112252066695]","[0.2009999940544367, 0.03468429028163646]",0.08,0.1,0.64,1328.0
25s1g5dt,morning-sweep-782,finished,"{'Phi-mean': 0.1619999956935644, 'Phi-med': 0.1599999964237213, 'Phi-std': 0.03364520562484981, '_runtime': 1025.1787889003754, '_step': 52, '_timestamp': 1740505792.475648, '_wandb': {'runtime': 1025}, 'dr_ood': [0.2099999935179949, 0.03746998747101718], 'dr_test': [0.16059999607503414, 0.033401195259018954], 'dr_train': [0.16139999605715274, 0.031145463066998544], 'fpr_id': 0.08, 'fpr_train': 0.08, 'tpr': 0.48, 'train_acc': 0.8655, 'train_loss': 0.9425775317192078, 'val_acc': 0.8251393312101911, 'val_loss': 0.5368761181072065}",2025-02-25T17:32:38Z,cifar10,1,128,3,3,128,50,10,1025.1787889003754,52.0,1740505792.475648,0.8655,0.9425775317192078,0.8251393312101911,0.5368761181072065,0.1619999956935644,0.1599999964237213,0.03364520562484981,"[0.2099999935179949, 0.03746998747101718]","[0.16059999607503414, 0.033401195259018954]","[0.16139999605715274, 0.031145463066998544]",0.08,0.08,0.48,1025.0
oxxniqzj,earnest-sweep-781,finished,"{'Phi-mean': 0.11627999700605868, 'Phi-med': 0.119999997317791, 'Phi-std': 0.027389078368816665, '_runtime': 1886.1412394046783, '_step': 52, '_timestamp': 1740506652.7146797, '_wandb': {'runtime': 1885}, 'dr_ood': [0.14239999663084746, 0.031658172759119904], 'dr_test': [0.11419999711215496, 0.030238386421075018], 'dr_train': [0.11159999672323466, 0.02886936079674915], 'fpr_id': 0.12, 'fpr_train': 0.12, 'tpr': 0.39, 'train_acc': 0.85795, 'train_loss': 0.5566691183567047, 'val_acc': 0.7640326433121019, 'val_loss': 0.7712877481986004}",2025-02-25T17:32:38Z,cifar10,1000,256,4,3,512,50,1,1886.1412394046783,52.0,1740506652.7146797,0.85795,0.5566691183567047,0.7640326433121019,0.7712877481986004,0.11627999700605868,0.119999997317791,0.027389078368816665,"[0.14239999663084746, 0.031658172759119904]","[0.11419999711215496, 0.030238386421075018]","[0.11159999672323466, 0.02886936079674915]",0.12,0.12,0.39,1885.0
ecyqk92g,apricot-sweep-780,finished,"{'Phi-mean': 0.24251999393105503, 'Phi-med': 0.23999999463558197, 'Phi-std': 0.03856487567753141, '_runtime': 1576.9996891021729, '_step': 52, '_timestamp': 1740506256.671894, '_wandb': {'runtime': 1576}, 'dr_ood': [0.3025999926030636, 0.045400880267127054], 'dr_test': [0.24559999346733097, 0.03847908525572282], 'dr_train': [0.24319999322295188, 0.040469246858942064], 'fpr_id': 0.05, 'fpr_train': 0.05, 'tpr': 0.36, 'train_acc': 0.825425, 'train_loss': 4.002579271697998, 'val_acc': 0.7781648089171974, 'val_loss': 0.6868651947777742}",2025-02-25T17:31:04Z,cifar10,10,256,3,3,512,50,100,1576.9996891021729,52.0,1740506256.671894,0.825425,4.002579271697998,0.7781648089171974,0.6868651947777742,0.24251999393105503,0.23999999463558197,0.03856487567753141,"[0.3025999926030636, 0.045400880267127054]","[0.24559999346733097, 0.03847908525572282]","[0.24319999322295188, 0.040469246858942064]",0.05,0.05,0.36,1576.0
azysuqgi,logical-sweep-779,finished,"{'Phi-mean': 0.24191999384760857, 'Phi-med': 0.23999999463558197, 'Phi-std': 0.037001535442511085, '_runtime': 2866.092652320862, '_step': 52, '_timestamp': 1740507545.7648404, '_wandb': {'runtime': 2865}, 'dr_ood': [0.3119999922811985, 0.03773592328988363], 'dr_test': [0.2395999936759472, 0.041277596294359786], 'dr_train': [0.24059999361634257, 0.03375855335954385], 'fpr_id': 0.11, 'fpr_train': 0.1, 'tpr': 0.72, 'train_acc': 0.832425, 'train_loss': 4.128064150619507, 'val_acc': 0.7910031847133758, 'val_loss': 0.6259942143965679}",2025-02-25T17:31:03Z,cifar10,1000,256,3,5,512,50,100,2866.092652320862,52.0,1740507545.7648404,0.832425,4.128064150619507,0.7910031847133758,0.6259942143965679,0.24191999384760857,0.23999999463558197,0.037001535442511085,"[0.3119999922811985, 0.03773592328988363]","[0.2395999936759472, 0.041277596294359786]","[0.24059999361634257, 0.03375855335954385]",0.11,0.1,0.72,2865.0
a4zikf6x,vital-sweep-778,finished,"{'Phi-mean': 0.4718399873971939, 'Phi-med': 0.47999998927116394, 'Phi-std': 0.04142238821736372, '_runtime': 1319.9530625343325, '_step': 52, '_timestamp': 1740505906.3172357, '_wandb': {'runtime': 1319}, 'dr_ood': [0.5325999867916107, 0.0407583107782853], 'dr_test': [0.4707999894022942, 0.04246598823095112], 'dr_train': [0.46479998886585233, 0.04224879054917401], 'fpr_id': 0.06, 'fpr_train': 0.04, 'tpr': 0.52, 'train_acc': 0.719025, 'train_loss': 4.882862903594971, 'val_acc': 0.7067078025477707, 'val_loss': 0.8135163556238648}",2025-02-25T17:29:31Z,cifar10,1000,256,2,3,512,50,100,1319.9530625343325,52.0,1740505906.3172357,0.719025,4.882862903594971,0.7067078025477707,0.8135163556238648,0.4718399873971939,0.47999998927116394,0.04142238821736372,"[0.5325999867916107, 0.0407583107782853]","[0.4707999894022942, 0.04246598823095112]","[0.46479998886585233, 0.04224879054917401]",0.06,0.04,0.52,1319.0
fczrhgj8,generous-sweep-777,crashed,"{'_runtime': 2084.4573454856873, '_step': 22, '_timestamp': 1740506557.5354135, 'train_acc': 0.7649, 'train_loss': 2.004935386657715, 'val_acc': 0.7764729299363057, 'val_loss': 0.6725390891360629}",2025-02-25T17:27:38Z,cifar10,100,512,3,7,512,50,10,2084.4573454856873,22.0,1740506557.5354135,0.7649,2.004935386657715,0.7764729299363057,0.6725390891360629,,,,,,,,,,
vv99u9x3,sage-sweep-776,finished,"{'Phi-mean': 0.9995999991893768, 'Phi-med': 1, 'Phi-std': 0.002800005674362182, '_runtime': 2787.1269993782043, '_step': 52, '_timestamp': 1740507168.2533104, '_wandb': {'runtime': 2786}, 'dr_ood': [0.9993999987840652, 0.003411751335944083], 'dr_test': [0.9993999987840652, 0.0034117513359440835], 'dr_train': [0.9995999991893768, 0.002800005674362182], 'fpr_id': 0.97, 'fpr_train': 0.98, 'tpr': 0.97, 'train_acc': 0.100675, 'train_loss': 17.096396032714843, 'val_acc': 0.09653662420382166, 'val_loss': 2.3567244262452336}",2025-02-25T17:26:06Z,cifar10,10,128,2,3,1024,50,1000,2787.1269993782043,52.0,1740507168.2533104,0.100675,17.096396032714843,0.09653662420382166,2.3567244262452336,0.9995999991893768,1.0,0.002800005674362182,"[0.9993999987840652, 0.003411751335944083]","[0.9993999987840652, 0.0034117513359440835]","[0.9995999991893768, 0.002800005674362182]",0.97,0.98,0.97,2786.0
2fn1pzns,prime-sweep-775,finished,"{'Phi-mean': 0.18495999413728711, 'Phi-med': 0.17999999225139618, 'Phi-std': 0.03395582890651071, '_runtime': 2054.1520850658417, '_step': 52, '_timestamp': 1740506369.779825, '_wandb': {'runtime': 2053}, 'dr_ood': [0.23539999336004255, 0.03332926657873536], 'dr_test': [0.183999994546175, 0.03405877138431249], 'dr_train': [0.1863999939709902, 0.03576366708291851], 'fpr_id': 0.11, 'fpr_train': 0.1, 'tpr': 0.57, 'train_acc': 0.89225, 'train_loss': 6.916179934692383, 'val_acc': 0.779359076433121, 'val_loss': 0.7516774015062174}",2025-02-25T17:24:58Z,cifar10,10,512,4,7,256,50,100,2054.1520850658417,52.0,1740506369.779825,0.89225,6.916179934692383,0.779359076433121,0.7516774015062174,0.18495999413728711,0.17999999225139618,0.03395582890651071,"[0.23539999336004255, 0.03332926657873536]","[0.183999994546175, 0.03405877138431249]","[0.1863999939709902, 0.03576366708291851]",0.11,0.1,0.57,2053.0
f9d5ncqy,misty-sweep-774,finished,"{'Phi-mean': 0.48571998709440234, 'Phi-med': 0.47999998927116394, 'Phi-std': 0.03663988849624916, '_runtime': 1209.4840722084043, '_step': 52, '_timestamp': 1740505487.7444632, '_wandb': {'runtime': 1209}, 'dr_ood': [0.5373999813199043, 0.03801631043374317], 'dr_test': [0.4857999888062477, 0.03490501125688959], 'dr_train': [0.4851999881863594, 0.03801262891986677], 'fpr_id': 0.1, 'fpr_train': 0.11, 'tpr': 0.64, 'train_acc': 0.7963, 'train_loss': 63.73682149047852, 'val_acc': 0.7786624203821656, 'val_loss': 0.9094415045088264}",2025-02-25T17:24:22Z,cifar10,1000,512,3,3,256,50,1000,1209.4840722084043,52.0,1740505487.7444632,0.7963,63.73682149047852,0.7786624203821656,0.9094415045088264,0.48571998709440234,0.47999998927116394,0.03663988849624916,"[0.5373999813199043, 0.03801631043374317]","[0.4857999888062477, 0.03490501125688959]","[0.4851999881863594, 0.03801262891986677]",0.1,0.11,0.64,1209.0
8tlzdc2g,azure-sweep-773,finished,"{'Phi-mean': 0.4336799874901772, 'Phi-med': 0.4399999976158142, 'Phi-std': 0.04120263985991595, '_runtime': 1545.8422682285309, '_step': 52, '_timestamp': 1740505811.207878, '_wandb': {'runtime': 1545}, 'dr_ood': [0.49159998804330823, 0.03971699714916825], 'dr_test': [0.4359999892115593, 0.042520583043475606], 'dr_train': [0.43339998871088026, 0.0382680036795066], 'fpr_id': 0.13, 'fpr_train': 0.08, 'tpr': 0.5, 'train_acc': 0.8317, 'train_loss': 63.542700720214846, 'val_acc': 0.7810509554140127, 'val_loss': 0.78193684444306}",2025-02-25T17:24:17Z,cifar10,10,512,4,5,256,50,1000,1545.8422682285309,52.0,1740505811.207878,0.8317,63.542700720214846,0.7810509554140127,0.78193684444306,0.4336799874901772,0.4399999976158142,0.04120263985991595,"[0.49159998804330823, 0.03971699714916825]","[0.4359999892115593, 0.042520583043475606]","[0.43339998871088026, 0.0382680036795066]",0.13,0.08,0.5,1545.0
651h9i9t,young-sweep-772,finished,"{'Phi-mean': 0.11271999695897104, 'Phi-med': 0.119999997317791, 'Phi-std': 0.029795999788268517, '_runtime': 1003.6090681552888, '_step': 52, '_timestamp': 1740505177.3876991, '_wandb': {'runtime': 1003}, 'dr_ood': [0.1515999960899353, 0.03276339247738564], 'dr_test': [0.11739999689161776, 0.030809738740225873], 'dr_train': [0.1113999966904521, 0.03373484766454542], 'fpr_id': 0.13, 'fpr_train': 0.12, 'tpr': 0.51, 'train_acc': 0.8787, 'train_loss': 0.676168745470047, 'val_acc': 0.8266321656050956, 'val_loss': 0.6000297934196557}",2025-02-25T17:22:36Z,cifar10,1,512,2,5,128,50,1,1003.6090681552888,52.0,1740505177.3876991,0.8787,0.676168745470047,0.8266321656050956,0.6000297934196557,0.11271999695897104,0.119999997317791,0.029795999788268517,"[0.1515999960899353, 0.03276339247738564]","[0.11739999689161776, 0.030809738740225873]","[0.1113999966904521, 0.03373484766454542]",0.13,0.12,0.51,1003.0
u0h6gp63,crimson-sweep-771,finished,"{'Phi-mean': 0.17347999502718447, 'Phi-med': 0.17999999225139618, 'Phi-std': 0.032764149326741425, '_runtime': 1522.5670154094696, '_step': 52, '_timestamp': 1740505520.8162804, '_wandb': {'runtime': 1522}, 'dr_ood': [0.22199999347329136, 0.03469870237451323], 'dr_test': [0.16999999523162845, 0.033045421350130444], 'dr_train': [0.1689999958872795, 0.03266496423235317], 'fpr_id': 0.12, 'fpr_train': 0.15, 'tpr': 0.64, 'train_acc': 0.89615, 'train_loss': 6.9177675086975094, 'val_acc': 0.8379777070063694, 'val_loss': 0.5158084127933357}",2025-02-25T17:19:45Z,cifar10,100,512,4,5,256,50,100,1522.5670154094696,52.0,1740505520.8162804,0.89615,6.9177675086975094,0.8379777070063694,0.5158084127933357,0.17347999502718447,0.17999999225139618,0.032764149326741425,"[0.22199999347329136, 0.03469870237451323]","[0.16999999523162845, 0.033045421350130444]","[0.1689999958872795, 0.03266496423235317]",0.12,0.15,0.64,1522.0
y7fkiqo4,still-sweep-770,finished,"{'Phi-mean': 0.08483999735116958, 'Phi-med': 0.07999999821186066, 'Phi-std': 0.02756400464664154, '_runtime': 1090.36123919487, '_step': 52, '_timestamp': 1740505021.281216, '_wandb': {'runtime': 1072}, 'dr_ood': [0.1207999974116683, 0.03161265529052928], 'dr_test': [0.09299999710172414, 0.02805351965913363], 'dr_train': [0.08459999732673168, 0.027401459034891263], 'fpr_id': 0.09, 'fpr_train': 0.06, 'tpr': 0.39, 'train_acc': 0.897, 'train_loss': 0.4873525084018707, 'val_acc': 0.831906847133758, 'val_loss': 0.6068823839638643}",2025-02-25T17:18:37Z,cifar10,1,256,4,7,128,50,1,1090.36123919487,52.0,1740505021.281216,0.897,0.4873525084018707,0.831906847133758,0.6068823839638643,0.08483999735116958,0.07999999821186066,0.02756400464664154,"[0.1207999974116683, 0.03161265529052928]","[0.09299999710172414, 0.02805351965913363]","[0.08459999732673168, 0.027401459034891263]",0.09,0.06,0.39,1072.0
tdc8k68d,jolly-sweep-769,finished,"{'Phi-mean': 0.41675998824834826, 'Phi-med': 0.41999998688697815, 'Phi-std': 0.038427886016525366, '_runtime': 2045.312299966812, '_step': 52, '_timestamp': 1740505909.913474, '_wandb': {'runtime': 2045}, 'dr_ood': [0.4679999879002571, 0.042047591136333856], 'dr_test': [0.4099999874830246, 0.03736308189135602], 'dr_train': [0.41779998630285264, 0.03620994309348292], 'fpr_id': 0.06, 'fpr_train': 0.07, 'tpr': 0.47, 'train_acc': 0.8266, 'train_loss': 63.51703898315429, 'val_acc': 0.7604498407643312, 'val_loss': 0.8737342494308569}",2025-02-25T17:17:30Z,cifar10,10,512,4,7,256,50,1000,2045.312299966812,52.0,1740505909.913474,0.8266,63.51703898315429,0.7604498407643312,0.8737342494308569,0.41675998824834826,0.41999998688697815,0.038427886016525366,"[0.4679999879002571, 0.042047591136333856]","[0.4099999874830246, 0.03736308189135602]","[0.41779998630285264, 0.03620994309348292]",0.06,0.07,0.47,2045.0
o82lp9lr,cerulean-sweep-768,finished,"{'Phi-mean': 0.1497999960631132, 'Phi-med': 0.14000000059604645, 'Phi-std': 0.03125315795309698, '_runtime': 1487.0588824748993, '_step': 52, '_timestamp': 1740505352.9877095, '_wandb': {'runtime': 1486}, 'dr_ood': [0.19039999447762967, 0.035606740132260305], 'dr_test': [0.1539999958127737, 0.03078960639978498], 'dr_train': [0.14999999597668648, 0.032557639846604106], 'fpr_id': 0.13, 'fpr_train': 0.1, 'tpr': 0.48, 'train_acc': 0.8852, 'train_loss': 3.734521982192993, 'val_acc': 0.8409633757961783, 'val_loss': 0.520463094969464}",2025-02-25T17:17:29Z,cifar10,1,256,4,5,256,50,100,1487.0588824748993,52.0,1740505352.9877095,0.8852,3.734521982192993,0.8409633757961783,0.520463094969464,0.1497999960631132,0.14000000059604645,0.03125315795309698,"[0.19039999447762967, 0.035606740132260305]","[0.1539999958127737, 0.03078960639978498]","[0.14999999597668648, 0.032557639846604106]",0.13,0.1,0.48,1486.0
qyc6ev55,dazzling-sweep-767,crashed,"{'_runtime': 3418.387330770493, '_step': 38, '_timestamp': 1740507280.3962169, 'train_acc': 0.0989, 'train_loss': 65.14972082519532, 'val_acc': 0.10141321656050956, 'val_loss': 2.363529486261356}",2025-02-25T17:17:29Z,cifar10,1,512,3,5,1024,50,1000,3418.387330770493,38.0,1740507280.3962169,0.0989,65.14972082519532,0.10141321656050956,2.363529486261356,,,,,,,,,,
39ma9hs2,dazzling-sweep-766,crashed,"{'_runtime': 3380.70351934433, '_step': 37, '_timestamp': 1740507242.7732954, 'train_acc': 0.82205, 'train_loss': 0.6034939299106598, 'val_acc': 0.7813495222929936, 'val_loss': 0.6978004041371072}",2025-02-25T17:17:28Z,cifar10,1,128,3,7,512,50,1,3380.70351934433,37.0,1740507242.7732954,0.82205,0.6034939299106598,0.7813495222929936,0.6978004041371072,,,,,,,,,,
