run_id,name,state,metrics,created_at,dataset,dpddm.temp,model.hidden_dim,model.mid_layers,model.kernel_size,model.mid_channels,dpddm.data_sample_size,model.reg_weight_factor,Phi-mean,Phi-med,Phi-std,_runtime,_step,_timestamp,dr_ood,dr_test,dr_train,fpr_id,fpr_train,tpr,train_acc,train_loss,val_acc,val_loss,_wandb.runtime
22mt6co1,icy-sweep-1026,failed,{'_wandb': {'runtime': 15}},2025-02-26T14:32:41Z,cifar10,10,128,2,5,256,100,100,,,,,,,,,,,,,,,,,15.0
euhienqn,crimson-sweep-1025,failed,{'_wandb': {'runtime': 14}},2025-02-26T14:32:10Z,cifar10,10,512,2,7,128,100,100,,,,,,,,,,,,,,,,,14.0
o7d07m3q,fallen-sweep-1024,failed,{'_wandb': {'runtime': 15}},2025-02-26T14:31:39Z,cifar10,1,128,2,3,512,100,10,,,,,,,,,,,,,,,,,15.0
d90vsirb,decent-sweep-1023,failed,{'_wandb': {'runtime': 16}},2025-02-26T14:31:08Z,cifar10,100,128,3,7,1024,100,1,,,,,,,,,,,,,,,,,16.0
4eidr3jf,firm-sweep-1022,finished,"{'Phi-mean': 0.12461999681591988, 'Phi-med': 0.119999997317791, 'Phi-std': 0.020111081392276457, '_runtime': 1560.8874361515043, '_step': 52, '_timestamp': 1740581811.548138, '_wandb': {'runtime': 1560}, 'dr_ood': [0.16319999672472477, 0.023361506259412593], 'dr_test': [0.12399999674409629, 0.019999999612569996], 'dr_train': [0.1259999968856573, 0.021260292040397363], 'fpr_id': 0.05, 'fpr_train': 0.09, 'tpr': 0.64, 'train_acc': 0.8847, 'train_loss': 3.739268621444702, 'val_acc': 0.841062898089172, 'val_loss': 0.5108128982554575}",2025-02-26T14:30:43Z,cifar10,100,256,4,5,256,100,100,0.12461999681591988,0.119999997317791,0.020111081392276457,1560.8874361515043,52.0,1740581811.548138,"[0.16319999672472477, 0.023361506259412593]","[0.12399999674409629, 0.019999999612569996]","[0.1259999968856573, 0.021260292040397363]",0.05,0.09,0.64,0.8847,3.739268621444702,0.841062898089172,0.5108128982554575,1560.0
ij14df2h,electric-sweep-1021,failed,{'_wandb': {'runtime': 15}},2025-02-26T14:30:37Z,cifar10,1000,512,4,5,256,100,10,,,,,,,,,,,,,,,,,15.0
m2g5t29n,desert-sweep-1020,failed,{'_wandb': {'runtime': 15}},2025-02-26T14:29:32Z,cifar10,1000,128,2,5,1024,100,100,,,,,,,,,,,,,,,,,15.0
ttcywma4,atomic-sweep-1019,failed,{'_wandb': {'runtime': 15}},2025-02-26T14:29:01Z,cifar10,1000,512,4,7,512,100,1,,,,,,,,,,,,,,,,,15.0
f53wbvo7,eager-sweep-1018,crashed,"{'_runtime': 849.7960929870605, '_step': 6, '_timestamp': 1740580976.343385, 'train_acc': 0.56025, 'train_loss': 5.3752560157775875, 'val_acc': 0.5931528662420382, 'val_loss': 1.185793127223944}",2025-02-26T14:28:30Z,cifar10,1,256,4,7,512,100,100,,,,849.7960929870605,6.0,1740580976.343385,,,,,,,0.56025,5.3752560157775875,0.5931528662420382,1.185793127223944,
t397ajfy,atomic-sweep-1017,failed,{'_wandb': {'runtime': 15}},2025-02-26T14:28:28Z,cifar10,10,512,2,7,128,100,1000,,,,,,,,,,,,,,,,,15.0
9506krt5,vague-sweep-1016,failed,{'_wandb': {'runtime': 15}},2025-02-26T14:27:57Z,cifar10,10,512,2,5,128,100,10,,,,,,,,,,,,,,,,,15.0
3xf3zxno,stilted-sweep-1015,finished,"{'Phi-mean': 0.14945999631285667, 'Phi-med': 0.14999999105930328, 'Phi-std': 0.02218802345008432, '_runtime': 1345.5292847156525, '_step': 52, '_timestamp': 1740581423.3166468, '_wandb': {'runtime': 1345}, 'dr_ood': [0.19679999470710757, 0.025841051417265205], 'dr_test': [0.15539999604225158, 0.022513106492582483], 'dr_train': [0.1484999968111515, 0.021742814411030993], 'fpr_id': 0.13, 'fpr_train': 0.06, 'tpr': 0.68, 'train_acc': 0.887175, 'train_loss': 1.6399021389007569, 'val_acc': 0.838077229299363, 'val_loss': 0.5154581172451093}",2025-02-26T14:27:49Z,cifar10,10,512,3,5,256,100,10,0.14945999631285667,0.14999999105930328,0.02218802345008432,1345.5292847156525,52.0,1740581423.3166468,"[0.19679999470710757, 0.025841051417265205]","[0.15539999604225158, 0.022513106492582483]","[0.1484999968111515, 0.021742814411030993]",0.13,0.06,0.68,0.887175,1.6399021389007569,0.838077229299363,0.5154581172451093,1345.0
x0iexvxs,fluent-sweep-1014,failed,{'_wandb': {'runtime': 15}},2025-02-26T14:27:26Z,cifar10,1000,128,2,3,256,100,10,,,,,,,,,,,,,,,,,15.0
pxzxn2i2,chocolate-sweep-1013,failed,{'_wandb': {'runtime': 15}},2025-02-26T14:26:30Z,cifar10,1000,256,2,7,512,100,100,,,,,,,,,,,,,,,,,15.0
h7ylwzt3,lyric-sweep-1012,finished,"{'Phi-mean': 0.14889999635517598, 'Phi-med': 0.14999999105930328, 'Phi-std': 0.0222213854388459, '_runtime': 1074.7339310646057, '_step': 52, '_timestamp': 1740581056.766995, '_wandb': {'runtime': 1074}, 'dr_ood': [0.18369999498128892, 0.023394655992676094], 'dr_test': [0.1447999969869852, 0.01841086594749762], 'dr_train': [0.14489999629557132, 0.020124363127858393], 'fpr_id': 0.04, 'fpr_train': 0.05, 'tpr': 0.64, 'train_acc': 0.838875, 'train_loss': 2.290238793182373, 'val_acc': 0.82703025477707, 'val_loss': 0.5566438483964106}",2025-02-26T14:26:13Z,cifar10,1000,128,3,3,256,100,100,0.14889999635517598,0.14999999105930328,0.0222213854388459,1074.7339310646057,52.0,1740581056.766995,"[0.18369999498128892, 0.023394655992676094]","[0.1447999969869852, 0.01841086594749762]","[0.14489999629557132, 0.020124363127858393]",0.04,0.05,0.64,0.838875,2.290238793182373,0.82703025477707,0.5566438483964106,1074.0
wsnenv0o,prime-sweep-1011,failed,{'_wandb': {'runtime': 15}},2025-02-26T14:25:59Z,cifar10,10,128,4,7,128,100,100,,,,,,,,,,,,,,,,,15.0
tcksmxb4,good-sweep-1010,failed,{'_wandb': {'runtime': 16}},2025-02-26T14:25:23Z,cifar10,100,512,2,5,512,100,10,,,,,,,,,,,,,,,,,16.0
udnu8eyr,hopeful-sweep-1009,failed,{'_wandb': {'runtime': 16}},2025-02-26T14:24:47Z,cifar10,1000,128,3,5,256,100,1000,,,,,,,,,,,,,,,,,16.0
uyl1tej0,playful-sweep-1008,crashed,"{'_runtime': 40.03440594673157, '_step': 0, '_timestamp': 1740579933.276188, 'train_acc': 0.3355, 'train_loss': 45.088922576904295, 'val_acc': 0.44307324840764334, 'val_loss': 1.5273163083252634}",2025-02-26T14:24:45Z,cifar10,100,512,4,7,128,100,100,,,,40.03440594673157,0.0,1740579933.276188,,,,,,,0.3355,45.088922576904295,0.44307324840764334,1.5273163083252634,
us1lewbo,fallen-sweep-1007,crashed,"{'_runtime': 2279.1131699085236, '_step': 34, '_timestamp': 1740582177.0629358, 'train_acc': 0.7612, 'train_loss': 0.830474663734436, 'val_acc': 0.7263136942675159, 'val_loss': 0.7775092700104804}",2025-02-26T14:24:41Z,cifar10,1,256,2,7,512,100,1,,,,2279.1131699085236,34.0,1740582177.0629358,,,,,,,0.7612,0.830474663734436,0.7263136942675159,0.7775092700104804,
prelhm1g,divine-sweep-1006,crashed,"{'_runtime': 795.6177709102631, '_step': 13, '_timestamp': 1740580682.125005, 'train_acc': 0.679825, 'train_loss': 31.88672970275879, 'val_acc': 0.6991441082802548, 'val_loss': 1.2299664460929336}",2025-02-26T14:24:37Z,cifar10,1,256,4,5,256,100,1000,,,,795.6177709102631,13.0,1740580682.125005,,,,,,,0.679825,31.88672970275879,0.6991441082802548,1.2299664460929336,
