
seed,data_sample_size,fpr_train,fpr_id,tpr
57,50,0.19,0.25,1.0
58,50,0.03,0.06,0.95
59,50,0.05,0.09,0.97
60,50,0.03,0.1,1.0
61,50,0.09,0.1,1.0
62,50,0.09,0.11,1.0
63,50,0.11,0.14,1.0
64,50,0.07,0.07,1.0
65,50,0.07,0.02,0.98
66,50,0.05,0.16,0.99
67,50,0.15,0.15,1.0
68,50,0.04,0.05,0.99
69,50,0.03,0.08,1.0
70,50,0.08,0.16,1.0
71,50,0.06,0.06,0.99
72,50,0.15,0.21,1.0
73,50,0.06,0.13,0.99
74,50,0.09,0.07,1.0
75,50,0.08,0.09,0.98
76,50,0.12,0.13,1.0
