seed,data_sample_size,fpr_train,fpr_id,tpr
57,100,0.07,0.12,1.0
58,100,0.11,0.12,1.0
59,100,0.03,0.08,1.0
60,100,0.03,0.03,1.0
61,100,0.15,0.17,1.0
67,100,0.03,0.09,1.0
62,100,0.11,0.08,1.0
68,100,0.04,0.03,1.0
63,100,0.07,0.12,1.0
64,100,0.07,0.08,1.0
69,100,0.12,0.07,1.0
65,100,0.11,0.12,1.0
70,100,0.07,0.1,1.0
66,100,0.09,0.12,1.0
71,100,0.19,0.14,1.0
67,100,0.07,0.11,1.0
57,100,0.07,0.12,1.0
