seed,data_sample_size,fpr_train,fpr_id,tpr
58,200,0.12,0.04,1.0
59,200,0.11,0.04,1.0
61,200,0.02,0.13,0.99
63,200,0.03,0.01,0.97
62,200,0.09,0.02,1.0
60,200,0.07,0.04,0.96
57,200,0.1,0.06,1.0
64,200,0.03,0.05,1.0
66,200,0.15,0.12,1.0
68,200,0.11,0.14,0.92
65,200,0.04,0.03,1.0
67,200,0.09,0.11,0.08
72,200,0.07,0.08,1.0
73,200,0.12,0.07,1.0
74,200,0.13,0.06,0.37
76,200,0.07,0.05,0.96
