seed,data_sample_size,fpr_train,fpr_id,tpr
57,100,0.07,0.03,0.98
61,100,0.08,0.07,0.91
71,100,0.07,0.01,0.99
73,100,0.03,0.04,0.89
70,100,0.05,0.04,1.0
72,100,0.03,0.05,1.0
75,100,0.06,0.06,0.96
76,100,0.09,0.11,0.75
67,100,0.09,0.11,0.07
69,100,0.1,0.04,0.71
59,100,0.06,0.02,0.96
68,100,0.11,0.07,0.7
66,100,0.08,0.02,0.77
60,100,0.02,0.07,0.77
57,100,0.07,0.01,0.95
62,100,0.02,0.05,0.89
63,100,0.1,0.03,0.74
65,100,0.04,0.02,1.0
64,100,0.06,0.07,0.99
