seed,data_sample_size,fpr_train,fpr_id,tpr
1003,50,0.07,0.05,0.62
1012,50,0.04,0.08,0.58
1027,50,0.06,0.06,0.44
1006,50,0.15,0.16,0.53
1018,50,0.1,0.04,0.67
1009,50,0.08,0.13,0.58
1000,50,0.07,0.08,0.36
1015,50,0.05,0.07,0.47
1024,50,0.08,0.07,0.48
1021,50,0.08,0.04,0.49
9927,50,0.13,0.1,0.88
9927,50,0.07,0.05,0.69
